,circuit,loss,k1,k2,theta1,theta2,Circuit
777,"((0, 0, 1), (1, 0, 0))",0.12707801924709686,0.00015932378639353537,0.000310165088388664,7.50847683350341,8.15650571700438,Downstream Activation
778,"((0, 1, 0), (1, 0, 0))",0.14813051169928432,0.00012445295981312665,0.0007754089421354799,7.398873557823519,2.5991749828541595,Dual Control
779,"((0, 0, 1), (1, 0, 0))",0.06977332210212218,5.280019056391373e-05,0.00026025438540163527,8.314421185623383,9.3864281636199,Downstream Activation
780,"((0, 0, 1), (0, 0, 1))",0.20233427153374442,0.0002986122475563415,7.921598859195043e-05,6.254633689809264,0.6390897721606592,No Control
781,"((0, 0, 1), (1, 0, 0))",0.11508099866794505,1.5866547269224767e-05,0.00043524597710993876,7.854720336385575,8.684103019997734,Downstream Activation
782,"((0, 0, 1), (1, 0, 0))",0.08073031296850558,7.380574914670332e-05,0.00028307487245137657,9.276964424497752,7.343869191845308,Downstream Activation
783,"((0, 0, 1), (1, 0, 0))",0.06667106405614291,3.499025341730926e-05,0.00012148583058429789,6.417536333593975,9.626207666675532,Downstream Activation
784,"((0, 0, 1), (1, 0, 0))",0.1436149940042506,0.00019631624734964308,0.0001856567432434741,8.6926376250643,8.980430201368751,Downstream Activation
785,"((0, 0, 1), (1, 0, 0))",0.06164843688600652,3.9318868620169294e-05,3.400075952449335e-05,9.522648365619526,9.551990882431625,Downstream Activation
786,"((0, 0, 1), (1, 0, 0))",0.06604470610133799,5.901025484210432e-05,2.1393013401261268e-05,9.591723388689054,9.841709892970684,Downstream Activation
787,"((0, 0, 1), (1, 0, 0))",0.08058772507550632,9.846200773762253e-05,6.97033483391825e-05,9.992747255088371,9.43708066752095,Downstream Activation
